Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,False,False,9.900000000000034,65206.5,0.029019346230820548,0.6523806198133577,0.9473125179002547,0.2218607277858349,0.35240378725707894,0.3762677101987671,med,831.6000000000029,0.21176891047164692,0
M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,False,True,9.899999999999977,59171.0,0.02636849132176235,0.6023870860748813,0.8799150024686869,0.22743846737784706,0.048842736181920234,0.29771823205614945,med,881.099999999998,0.21046492866534938,0
M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,False,True,9.800000000000011,62263.4,0.02819650067294751,0.6023870860748813,0.9473125179002547,0.2943713424819929,0.19190517788147912,0.2505885451705788,med,901.600000000001,0.21147601876250732,0
L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,True,False,9.800000000000011,49392.0,0.017499999999999998,0.6023870860748813,0.9473125179002547,0.7877101383683651,1.0619902078653933,0.2034588582850082,med,931.0000000000011,0.16228329045893436,0
L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,True,False,9.800000000000011,65396.700000000004,0.031935709294199865,0.6023870860748813,0.9473125179002547,0.6011470200426614,0.5730893751485288,0.17203906702796112,med,950.600000000001,0.2034701787350387,0
L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,True,False,9.800000000000011,53332.4,0.021803069053708442,0.5523935523364334,0.8799150024686869,0.14069234569495515,0.5905255428245689,0.14061927577091407,med,970.2000000000012,0.1891943923898376,0
L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,True,False,9.800000000000011,52767.0,0.020637898686679174,0.6023870860748813,0.9473125179002547,0.33591323141538054,0.7008683367702939,0.10919948451386699,med,989.8000000000011,0.1907676008663014,0
M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,False,True,9.800000000000011,47966.700000000004,0.016461628588166376,0.6023870860748813,0.9473125179002547,0.9383091073526932,1.1923953279830677,0.07777969325681992,med,1009.4000000000012,0.15244883986057933,0
L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,True,False,9.800000000000011,59706.9,0.027743694614860263,0.6523806198133577,1.0147100333318608,0.4003483947302238,0.07153122084977981,0.030650006371249313,med,1038.800000000001,0.2099405925598064,0
L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,True,False,9.800000000000011,64055.100000000006,0.031193300767620377,0.5523935523364334,0.8799150024686869,0.5899915408586371,0.47277774428877894,0.0007697848857977568,med,1058.4000000000012,0.20798602780208958,0
L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,True,False,9.800000000000011,64189.600000000006,0.02644415917843389,0.5523935523364334,0.8799150024686869,0.10722590814288223,0.1216870362796547,0.03218957614284483,med,1078.0000000000014,0.20000914371345924,0
L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,True,False,9.800000000000011,66417.0,0.03870229007633588,0.502400018597957,0.8125174870370807,1.2760535106761322,1.0746475294472777,0.0636093673998919,med,1097.6000000000013,0.15143318081372964,0
L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,True,False,9.800000000000011,67096.4,0.028072445019404917,0.5523935523364334,0.8799150024686869,0.04029303303873637,0.3423726241711038,0.09502915865693898,med,1117.2000000000012,0.2012163749749432,0
L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,True,False,9.800000000000011,50773.799999999996,0.01702374059061957,0.5523935523364334,0.8799150024686869,1.0498638991929363,1.0619902078653933,0.12644894991398603,med,1136.8000000000013,0.1567461117893389,0
L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,True,False,9.700000000000045,50232.00000000001,0.020641025641025643,0.5523935523364334,0.9473125179002547,0.11838138732690653,0.7811176414580934,0.1578687411710331,med,1144.6000000000054,0.18494449043500222,0
L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,True,False,9.600000000000023,80404.5,0.045522949586155007,0.502400018597957,0.9473125179002547,1.170076458427901,2.0577015118728252,0.1892885324280802,med,1152.0000000000027,0.08537225348925348,0
L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,True,False,9.700000000000045,65704.5,0.032908704883227176,0.5523935523364334,0.9473125179002547,0.7015463326988802,0.6533386798363283,0.22070832368512724,med,1183.4000000000055,0.20064484418985457,0
L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,True,False,9.600000000000023,61258.200000000004,0.024322621298046628,0.502400018597957,0.9473125179002547,0.2689803563112347,0.1391232039556949,0.25212811494217435,med,1190.4000000000028,0.197141715508801,0
L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,True,False,9.600000000000023,53473.7,0.022001282873636945,0.5523935523364334,1.0147100333318608,0.11280364773489437,0.5704632166526195,0.2835479061992214,med,1209.6000000000029,0.1923950874412914,0
L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,True,False,9.599999999999966,60540.3,0.027902240325865583,0.6023870860748813,1.082107548763467,0.3668819571781509,0.11165587319367958,0.31496769745626846,med,1228.7999999999956,0.20569734098470088,0
L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,True,False,9.599999999999966,48114.9,0.015947035118019575,0.6023870860748813,1.082107548763467,1.1056412951130579,1.2325199803269677,0.34638748871331554,med,1247.9999999999955,0.15784443873219278,0
M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,False,True,9.699999999999989,62251.200000000004,0.029979181124219295,0.6523806198133577,1.082107548763467,0.5453696241225399,0.3223102979991543,0.3778072799703626,med,1280.3999999999985,0.21003012042812663,0
M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,False,True,9.699999999999989,70928.0,0.03468531468531469,0.6523806198133577,1.082107548763467,0.6067247596346735,0.9643047355015528,0.42493696685593324,med,1309.4999999999984,0.18316028855657873,0
L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,True,False,9.599999999999966,72557.0,0.03871439006574142,0.6023870860748813,1.082107548763467,0.946966874747415,1.3053642804247019,0.4720666537415038,med,1324.7999999999952,0.15568669091323672,0
M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,False,True,9.699999999999989,48763.5,0.016656925774400935,0.6023870860748813,1.0147100333318608,0.9606200657207419,1.1522706756391679,0.5034864449985509,med,1357.9999999999984,0.155526646238907,0
H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,False,False,9.800000000000011,64894.00000000001,0.032183098591549296,0.6523806198133577,1.0147100333318608,0.6625021555547951,0.5730893751485288,0.5506161318841215,high,1401.4000000000017,0.19944279626813421,0
L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,True,False,9.900000000000034,71724.09999999999,0.04263685427910563,0.6523806198133577,0.9473125179002547,1.3485641253722902,1.5360810314021263,0.6291656100267392,high,1465.200000000005,0.11814033325094259,0
H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,False,False,9.800000000000011,71580.59999999999,0.03409247757073844,0.6023870860748813,0.9473125179002547,0.5007477073864426,0.9442424093296026,0.6605854012837863,high,1470.0000000000018,0.18224700862471543,0
L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,True,False,9.800000000000011,70754.4,0.044006309148264984,0.6023870860748813,0.9473125179002547,1.5103185735406426,1.5862368468320012,0.739134879426404,high,1519.0000000000018,0.094256975921574,0
L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,True,False,9.800000000000011,54547.1,0.023891462607544673,0.6023870860748813,0.9473125179002547,0.15492785268168904,0.38990228110506936,0.770554670683451,high,1538.6000000000017,0.19924152887380575,0
L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,True,False,9.800000000000011,54348.8,0.0227979274611399,0.6523806198133577,1.0147100333318608,0.029137553854712058,0.48018274887884405,0.801974461940498,high,1558.2000000000019,0.19229331955089124,0
M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,False,True,9.799999999999955,50139.6,0.015860517435320586,0.7023741535518057,1.082107548763467,1.3343286183855563,1.1823641648970928,0.8333942531975451,high,1577.7999999999927,0.1477583354585026,0
H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,False,False,9.799999999999955,71053.5,0.035891968727789623,0.7023741535518057,1.082107548763467,0.7350127702509531,1.0545852032753276,0.8805239400831157,high,1607.1999999999925,0.16694960715093476,0
M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,False,True,9.799999999999955,58978.4,0.030481667864845435,0.7023741535518057,1.082107548763467,0.8242566037231476,0.24206099331135403,0.9590734182257334,high,1656.1999999999923,0.17782372344511743,0
L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,True,False,9.899999999999977,50836.8,0.022207534699272967,0.752367687290282,1.082107548763467,0.14377237349766472,0.6406813582544438,1.006203105111304,high,1702.799999999996,0.1687746980117969,0
H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,False,False,9.899999999999977,58193.200000000004,0.022394540942928042,0.752367687290282,1.082107548763467,0.4084238461115386,0.38990228110506936,1.0376228963683511,high,1722.599999999996,0.17638917892954592,0
L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,True,False,10.0,60751.5,0.02646864686468647,0.8023612210287584,1.082107548763467,0.13261689431364043,0.011344242333929786,1.1161723745109688,high,1790.0,0.18923129029753,0
M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,False,True,10.0,66192.0,0.03480783176214648,0.8523547547672063,1.1495050641950348,0.8911894788272935,0.803806126125953,1.147592165768016,high,1810.0,0.16535743241868422,0
L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,True,False,9.900000000000034,58772.7,0.027087576374745417,0.8023612210287584,1.1495050641950348,0.3668819571781509,0.008718083838020458,1.1947218526535865,high,1821.6000000000063,0.1897804014386405,0
L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,True,False,9.900000000000034,60719.4,0.030028129395218005,0.8023612210287584,1.1495050641950348,0.6513466763707708,0.2721544825692794,1.2261416439106336,high,1841.4000000000065,0.17994485400467475,0
M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,False,True,9.800000000000011,55008.8,0.025700615174299387,0.8023612210287584,1.216902579626641,0.42265935309827246,0.2394348348154447,1.2575614351676807,high,1842.4000000000021,0.17777071640235909,0
M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,False,True,9.800000000000011,64944.0,0.025883838383838384,0.8023612210287584,1.216902579626641,0.25224713753519823,0.10162471010770445,1.3046911220532513,high,1871.8000000000022,0.16544668694797582,0
L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,True,False,9.800000000000011,49950.0,0.014594594594594595,0.8023612210287584,1.216902579626641,1.7359258690104313,1.3027381219287926,1.3518208089388217,high,1901.200000000002,0.11263576555876598,0
L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,True,False,9.800000000000011,55313.600000000006,0.023691099476439794,0.8023612210287584,1.216902579626641,0.06010627961748242,0.37987111801909423,1.3832406001958688,high,1920.8000000000022,0.1759841866948062,0
H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,False,False,9.800000000000011,39342.6,0.00996477101157524,0.8023612210287584,1.216902579626641,2.5000761931160964,2.024981864118991,1.4146603914529159,high,1940.4000000000024,0.04224813937703764,0
M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,False,True,9.700000000000045,68770.0,0.03076923076923077,0.8023612210287584,1.2843000950582089,0.24417168615388352,0.6031828644064534,1.4932098695955336,high,1969.1000000000092,0.17681733394067495,0
H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,False,False,9.800000000000011,64293.0,0.02943166441136671,0.8023612210287584,1.216902579626641,0.33899325921809015,0.35240378725707894,1.5403395564811042,high,2018.8000000000025,0.18309222643821982,0
M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,False,True,9.800000000000011,59960.0,0.0266844563042028,0.8023612210287584,1.216902579626641,0.2218607277858349,0.001313079247954664,1.618889034623722,high,2067.8000000000025,0.17854406968386283,0
L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,True,False,9.800000000000011,69137.0,0.03195105370496261,0.8023612210287584,1.216902579626641,0.37803743636217524,0.7034944952662032,1.6660187215092925,high,2097.2000000000025,0.1707351231413924,0
L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,True,False,9.800000000000011,77817.40000000001,0.04734789391575663,0.8023612210287584,1.216902579626641,1.4322302192524725,2.077763838044776,1.6974385127663396,high,2116.8000000000025,0.036532394334858664,0
L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,True,False,9.800000000000011,73847.59999999999,0.03703966005665722,0.8523547547672063,1.2843000950582089,0.7071240722908924,1.2351461388228768,1.7288583040233867,high,2136.4000000000024,0.11970214071478347,0
L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,True,False,9.800000000000011,56303.0,0.022383354350567465,0.8523547547672063,1.2843000950582089,0.26340261671922255,0.4500892596209194,1.6958989429947442,low,0.0,0.1561795704242182,0
M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,False,True,9.800000000000011,64298.399999999994,0.029836512261580378,0.8023612210287584,1.216902579626641,0.3947706551382117,0.3824972765150036,1.6644791517376971,low,19.600000000000023,0.17768448126728464,0
M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,False,True,9.800000000000011,62784.0,0.03027777777777778,0.752367687290282,1.1495050641950348,0.550947363714552,0.36243495034305406,1.6173494648521265,low,49.00000000000006,0.18315550299204497,0
L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,True,False,9.899999999999977,45058.0,0.015002885170225043,0.752367687290282,1.082107548763467,1.0833303367450093,1.4030497527885424,1.5702197779665559,low,79.19999999999982,0.10742732170750469,0
H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,False,False,9.800000000000011,52551.200000000004,0.02022332506203474,0.8023612210287584,1.216902579626641,0.4084238461115386,0.7409929891141936,1.5387999867095088,low,98.00000000000011,0.16085142896463356,0
H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,False,False,9.900000000000034,62548.2,0.0294238683127572,0.8023612210287584,1.1495050641950348,0.45054805105833323,0.2922168087412289,1.460250508566891,low,148.5000000000005,0.1939802549074428,0
L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,True,False,9.900000000000034,89275.9,0.043475226796929514,0.8023612210287584,1.1495050641950348,0.5899915408586371,2.2382624474203747,1.3817010304242734,low,198.00000000000068,0.04913108455048909,0
L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,True,False,9.900000000000034,77893.8,0.04484066767830046,0.8023612210287584,1.1495050641950348,1.2314315939400349,1.9172652286691758,1.3502812391672263,low,217.80000000000075,0.0817232508807324,0
M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,False,True,9.800000000000011,56350.0,0.021739130434782608,0.8023612210287584,1.216902579626641,0.39726836692751427,0.5002450750507943,1.3188614479101792,low,235.20000000000027,0.17500195933299278,0
L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,True,False,9.900000000000034,74269.59999999999,0.0347469220246238,0.9023482885056827,1.2843000950582089,0.4282370926902846,1.084678692533252,1.2717317610246086,low,267.3000000000009,0.14890954892106917,0
M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,False,True,9.899999999999977,40019.200000000004,0.010810810810810811,0.9523418222441307,1.351697610489815,2.148678598819331,1.9246702332592411,1.2403119697675615,low,287.09999999999934,0.03893577623662814,0
M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,False,True,9.800000000000011,53616.700000000004,0.021181646763042114,0.9023482885056827,1.351697610489815,0.2912913146792833,0.6306501951684688,1.193182282881991,low,313.60000000000036,0.16968173459731217,0
L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,True,False,9.900000000000034,76139.8,0.04464012251148545,0.9023482885056827,1.2843000950582089,1.2983644690441807,1.8370159239813755,1.1460525959964203,low,346.5000000000012,0.09417599523168729,0
L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,True,False,9.900000000000034,60117.0,0.03147612156295224,0.9023482885056827,1.2843000950582089,0.874456260051257,0.35240378725707894,1.1146328047393732,low,366.30000000000126,0.18001920599592042,0
L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,True,False,9.900000000000034,56144.600000000006,0.021446229913473426,0.9023482885056827,1.2843000950582089,0.4418902836636115,0.530338564308719,1.0832130134823261,low,386.10000000000133,0.17262993379480374,0
L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,True,False,10.0,42543.2,0.010764587525150904,0.9023482885056827,1.216902579626641,2.5056539327081087,1.8644832547433916,1.051793222225279,low,410.0,0.05918313346097748,0
L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,True,False,10.0,72087.2,0.03495821727019499,0.9023482885056827,1.216902579626641,0.5732583220826006,1.0244917140174028,1.020373430968232,low,430.0,0.16789500732480672,0
L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,True,False,10.100000000000023,64939.2,0.03819018404907975,0.9023482885056827,1.1495050641950348,1.309519948228205,0.9843670616735023,0.988953639711185,low,454.500000000001,0.136270845514053,0
L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,True,False,10.100000000000023,73602.5,0.03383050847457627,0.9023482885056827,1.1495050641950348,0.3557264779941266,0.9943982247594775,0.9575338484541379,low,474.70000000000107,0.15036553301364008,0
H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,False,False,10.100000000000023,44140.799999999996,0.013267543859649122,0.9023482885056827,1.1495050641950348,1.5909046396181155,1.583610688336092,0.9261140571970908,low,494.9000000000011,0.08871961200756495,0
M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,False,True,10.099999999999966,64550.200000000004,0.03584202682563339,0.9523418222441307,1.216902579626641,1.0975658437317433,0.8138372892119281,0.8475645790544731,low,545.3999999999982,0.16610500555921276,0
L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,True,False,10.099999999999966,60439.50000000001,0.027407407407407408,0.9523418222441307,1.216902579626641,0.29994908207400506,0.07153122084977981,0.8004348921689025,low,575.699999999998,0.19483403497119944,0
L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,True,False,10.0,51010.200000000004,0.01835632873425315,0.9023482885056827,1.216902579626641,0.7151995236722071,0.9416162508336933,0.7690151009118555,low,590.0,0.1575556771169554,0
L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,True,False,10.0,55237.200000000004,0.02641770401106501,0.9023482885056827,1.216902579626641,0.5174809261624791,0.17924785629959467,0.7375953096548085,med,610.0,0.18600694202622597,0
L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,True,False,10.199999999999989,72856.0,0.04304381245196003,0.9523418222441307,1.1495050641950348,1.3262531670042415,1.6062991730039513,0.7061755183977614,med,642.5999999999992,0.11149430138881922,0
L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,True,False,10.199999999999989,59434.9,0.031254532269760694,0.9023482885056827,1.082107548763467,0.8911894788272935,0.31227913491317916,0.6747557271407143,med,662.9999999999993,0.18140927120172318,0
L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,True,False,10.199999999999989,53961.600000000006,0.020921544209215444,0.8523547547672063,1.0147100333318608,0.37495740855946563,0.6406813582544438,0.6433359358836672,med,683.3999999999992,0.1886696572960228,0
M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,False,True,10.099999999999966,66792.59999999999,0.02820012995451592,0.8523547547672063,1.082107548763467,0.001248855894651286,0.3423726241711038,0.6119161446266201,med,696.8999999999976,0.1863233427696307,0
